SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75094-1",4251163,4,"Medium Stone Grey","System",50950,"Brick W/Bow 1/3","http://cache.lego.com/media/bricks/5/2/4251163.jpg",54
"75094-1",4507056,1,"Medium Stone Grey","System",51739,"Plate 2X4X18°","http://cache.lego.com/media/bricks/5/2/4507056.jpg",81
"75094-1",4514195,2,"Medium Stone Grey","System",60849,"Nozzle W/Ø3.18, Shaft","http://cache.lego.com/media/bricks/5/2/4514195.jpg",81
"75094-1",4514846,2,"Medium Stone Grey","System",60479,"Plate 1X12","http://cache.lego.com/media/bricks/5/2/4514846.jpg",115
"75094-1",4515374,4,"Medium Stone Grey","System",60481,"Roof Tile 2X1X2","http://cache.lego.com/media/bricks/5/2/4515374.jpg",83
"75094-1",4533772,4,"Medium Stone Grey","System",60475,"Brick 1X1 W/Holder, H0Rizontal","http://cache.lego.com/media/bricks/5/2/4533772.jpg",131
"75094-1",4539481,4,"Medium Stone Grey","System",64567,"Light Sword Shaft","http://cache.lego.com/media/bricks/5/2/4539481.jpg",136
"75094-1",4549997,2,"Medium Stone Grey","System",60219,"Inv. Roof Tile 4X6, 3Xø4.9","http://cache.lego.com/media/bricks/5/2/4549997.jpg",24
"75094-1",4558953,8,"Medium Stone Grey","System",87087,"Brick 1X1 W. 1 Knob","http://cache.lego.com/media/bricks/5/2/4558953.jpg",162
"75094-1",4560183,6,"Medium Stone Grey","System",87079,"Flat Tile 2X4","http://cache.lego.com/media/bricks/5/2/4560183.jpg",240
"75094-1",4594238,6,"Medium Stone Grey","System",60897,"Plate 1X1 W. Holder","http://cache.lego.com/media/bricks/5/2/4594238.jpg",259
"75094-1",4598526,2,"Medium Stone Grey","System",92280,"Plate 1X2 W. Vertical Grip","http://cache.lego.com/media/bricks/5/2/4598526.jpg",246
"75094-1",4654580,9,"Medium Stone Grey","System",99207,"Angular Plate 1.5 Bot. 1X2 2/2","http://cache.lego.com/media/bricks/5/2/4654580.jpg",288
"75094-1",4657459,2,"Medium Stone Grey","System",52107,"Brick 1X2 W. Four Knobs","http://cache.lego.com/media/bricks/5/2/4657459.jpg",32
"75094-1",6014615,1,"Medium Stone Grey","System",10201,"Angle Plate 1X2/1X4","http://cache.lego.com/media/bricks/5/2/6014615.jpg",222
"75094-1",6045988,10,"Medium Stone Grey","System",10247,"Plate 2X2 + One Hule Ø4,8","http://cache.lego.com/media/bricks/5/2/6045988.jpg",88
"75094-1",6065824,4,"Medium Stone Grey","System",14719,"Flat Tile Corner 1X2X2","http://cache.lego.com/media/bricks/5/2/6065824.jpg",46
"75094-1",6066097,2,"Medium Stone Grey","System",15573,"Plate 1X2 W. 1 Knob","http://cache.lego.com/media/bricks/5/2/6066097.jpg",420
"75094-1",6079461,1,"Medium Stone Grey","System",17836,"Plate 3X4 With 4 Knobs","http://cache.lego.com/media/bricks/5/2/6079461.jpg",27
"75094-1",6116608,2,"Medium Stone Grey","System",21462,"Light Sword - Blade","http://cache.lego.com/media/bricks/5/2/6116608.jpg",117
"75094-1",6146223,4,"Medium Stone Grey","System",26169,"Wall Element 1X2X1","http://cache.lego.com/media/bricks/5/2/6146223.jpg",47
"75094-1",4211483,4,"Medium Stone Grey","Technic",4274,"Connector Peg W. Knob","http://cache.lego.com/media/bricks/5/2/4211483.jpg",624
"75094-1",4211561,4,"Medium Stone Grey","Technic",32006,"Technic Lever 4M","http://cache.lego.com/media/bricks/5/2/4211561.jpg",64
"75094-1",4211610,4,"Medium Stone Grey","Technic",32140,"Technic Ang. Beam 4X2 90 Deg","http://cache.lego.com/media/bricks/5/2/4211610.jpg",97
"75094-1",4211624,4,"Medium Stone Grey","Technic",32271,"Technic Angular Beam 3X7","http://cache.lego.com/media/bricks/5/2/4211624.jpg",33
"75094-1",4211800,2,"Medium Stone Grey","Technic",44225,"Flex Joint 6M, Ø24, Female","http://cache.lego.com/media/bricks/5/2/4211800.jpg",29
"75094-1",4211805,2,"Medium Stone Grey","Technic",44294,"Cross Axle 7M","http://cache.lego.com/media/bricks/5/2/4211805.jpg",342
"75094-1",4211889,1,"Medium Stone Grey","Technic",41678,"Technic Cross Block/Fork 2X2","http://cache.lego.com/media/bricks/5/2/4211889.jpg",72
"75094-1",4495930,2,"Medium Stone Grey","Technic",32524,"Technic 7M Beam","http://cache.lego.com/media/bricks/5/2/4495930.jpg",90
"75094-1",4560175,1,"Medium Stone Grey","Technic",87082,"Double Bush 3M Ø4.9","http://cache.lego.com/media/bricks/5/2/4560175.jpg",90
"75094-1",6112398,2,"Olive Green","System (Figure Part)",20987,"Mini Lower Part 'No. 846'","http://cache.lego.com/media/bricks/5/2/6112398.jpg",1
"75094-1",6112435,1,"Olive Green","System (Figure Part)",76382,"Mini Upper Part No 3001","http://cache.lego.com/media/bricks/5/2/6112435.jpg",1
"75094-1",4211158,1,"Reddish Brown","System (Figure Part)",3901,"Mini Wig Man","http://cache.lego.com/media/bricks/5/2/4211158.jpg",61
"75094-1",4598713,1,"Reddish Brown","System (Figure Part)",2524,"Knapsack","http://cache.lego.com/media/bricks/5/2/4598713.jpg",27
"75094-1",4267425,1,"Sand Blue","System (Figure Part)",73200,"Mini Lower Part","http://cache.lego.com/media/bricks/5/2/4267425.jpg",76
"75094-1",6109676,2,"Sand Yellow","System (Figure Part)",20895,"Rebel Helmet Endor No.2","http://cache.lego.com/media/bricks/5/2/6109676.jpg",1
"75094-1",6112347,1,"Sand Yellow","System (Figure Part)",76382,"Mini Upper Part No 3000","http://cache.lego.com/media/bricks/5/2/6112347.jpg",1
"75094-1",6112600,1,"Sand Yellow","System (Figure Part)",76382,"Mini Upper Part No 3004","http://cache.lego.com/media/bricks/5/2/6112600.jpg",1
"75094-1",6120045,1,"Sand Yellow","System (Figure Part)",76382,"Mini Upper Part No 3002","http://cache.lego.com/media/bricks/5/2/6120045.jpg",1
"75094-1",6006541,2,"Silver Metallic","System (Printed Part)",10792,"Flat Tile 1X1, Round 'No.10'","http://cache.lego.com/media/bricks/5/2/6006541.jpg",12
"75094-1",4617248,1,"Titanium Metallic","System",2570,"Cross Bow","http://cache.lego.com/media/bricks/5/2/4617248.jpg",24
"75094-1",3000840,2,"Transparent","System",30008,"Plate 1X1 - Tr.","http://cache.lego.com/media/bricks/5/2/3000840.jpg",154
"75094-1",6062599,4,"Transparent Bright Green","System",15303,"Arrow 8M For Spring Shooter","http://cache.lego.com/media/bricks/5/2/6062599.jpg",22
"75094-1",4546689,1,"Transparent Brown","System",64453,"Vertical Front 1X6X3","http://cache.lego.com/media/bricks/5/2/4546689.jpg",13
"75094-1",4586557,4,"Transparent Light Blue","System",91143,"Flat Tile 1X4 - Tr.","http://cache.lego.com/media/bricks/5/2/4586557.jpg",37
"75094-1",4667222,4,"Transparent Light Blue","System",30070,"Flat Tile 1X2 - Tr","http://cache.lego.com/media/bricks/5/2/4667222.jpg",43
"75094-1",3000844,1,"Transparent Yellow","System",30008,"Plate 1X1 - Tr.","http://cache.lego.com/media/bricks/5/2/3000844.jpg",182
"75094-1",4278415,2,"Transparent Yellow","System",54196,"Slide Shoe Round 2X2","http://cache.lego.com/media/bricks/5/2/4278415.jpg",60
"75094-1",4650500,3,"Transparent Yellow","System",98138,"Flat Tile 1X1, Round","http://cache.lego.com/media/bricks/5/2/4650500.jpg",117
"75094-1",235701,2,"White","System",2357,"Brick Corner 1X2X2","http://cache.lego.com/media/bricks/5/2/235701.jpg",187
"75094-1",241201,18,"White","System",2412,"Radiator Grille 1X2","http://cache.lego.com/media/bricks/5/2/241201.jpg",260
"75094-1",242001,4,"White","System",2420,"Corner Plate 1X2X2","http://cache.lego.com/media/bricks/5/2/242001.jpg",217
"75094-1",243101,4,"White","System",2431,"Flat Tile 1X4","http://cache.lego.com/media/bricks/5/2/243101.jpg",418
"75094-1",243201,2,"White","System",2432,"Clamp 1X2","http://cache.lego.com/media/bricks/5/2/243201.jpg",124
"75094-1",244501,10,"White","System",2445,"Plate 2X12","http://cache.lego.com/media/bricks/5/2/244501.jpg",113
