SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75095-1",4211436,6,"Medium Stone Grey","System",3660,"Roof Tile 2X2/45° Inv.","http://cache.lego.com/media/bricks/5/2/4211436.jpg",231
"75095-1",4211437,28,"Medium Stone Grey","System",3665,"Roof Tile 1X2 Inv.","http://cache.lego.com/media/bricks/5/2/4211437.jpg",189
"75095-1",4211438,17,"Medium Stone Grey","System",3666,"Plate 1X6","http://cache.lego.com/media/bricks/5/2/4211438.jpg",377
"75095-1",4211452,12,"Medium Stone Grey","System",3795,"Plate 2X6","http://cache.lego.com/media/bricks/5/2/4211452.jpg",406
"75095-1",4211481,36,"Medium Stone Grey","System",4162,"Flat Tile 1X8","http://cache.lego.com/media/bricks/5/2/4211481.jpg",182
"75095-1",4211486,4,"Medium Stone Grey","System",4282,"Plate 2X16","http://cache.lego.com/media/bricks/5/2/4211486.jpg",116
"75095-1",4211488,12,"Medium Stone Grey","System",4286,"Roof Tile 1X3/25°","http://cache.lego.com/media/bricks/5/2/4211488.jpg",90
"75095-1",4211489,12,"Medium Stone Grey","System",4287,"Roof Tile 1X3/25° Inv.","http://cache.lego.com/media/bricks/5/2/4211489.jpg",84
"75095-1",4211519,8,"Medium Stone Grey","System",6091,"Brick W. Arch 1X1X1 1/3","http://cache.lego.com/media/bricks/5/2/4211519.jpg",99
"75095-1",4211529,4,"Medium Stone Grey","System",6232,"Brick 2X2 W. Snap And Cross","http://cache.lego.com/media/bricks/5/2/4211529.jpg",65
"75095-1",4211570,6,"Medium Stone Grey","System",3747,"Roof Tile 2X3/25° Inv.","http://cache.lego.com/media/bricks/5/2/4211570.jpg",123
"75095-1",4211614,8,"Medium Stone Grey","System",3040,"Roof Tile 1X2/45°","http://cache.lego.com/media/bricks/5/2/4211614.jpg",247
"75095-1",4211705,4,"Medium Stone Grey","System",32018,"Technic Brick 1X14, Ø4,9","http://cache.lego.com/media/bricks/5/2/4211705.jpg",54
"75095-1",4211791,1,"Medium Stone Grey","System",43722,"Right Plate 2X3 W/Angle","http://cache.lego.com/media/bricks/5/2/4211791.jpg",119
"75095-1",4211794,1,"Medium Stone Grey","System",43723,"Left Plate 2X3 W/Angle","http://cache.lego.com/media/bricks/5/2/4211794.jpg",119
"75095-1",4215513,4,"Medium Stone Grey","System",6231,"Wall Corner 1X1X1","http://cache.lego.com/media/bricks/5/2/4215513.jpg",99
"75095-1",4222047,1,"Medium Stone Grey","System",30553,"Fric/Fork W. Cross Hole","http://cache.lego.com/media/bricks/5/2/4222047.jpg",63
"75095-1",4243797,2,"Medium Stone Grey","System",3031,"Plate 4X4","http://cache.lego.com/media/bricks/5/2/4243797.jpg",209
"75095-1",4278273,2,"Medium Stone Grey","System",2654,"Slide Shoe Round 2X2","http://cache.lego.com/media/bricks/5/2/4278273.jpg",207
"75095-1",4507056,8,"Medium Stone Grey","System",51739,"Plate 2X4X18°","http://cache.lego.com/media/bricks/5/2/4507056.jpg",81
"75095-1",4509915,2,"Medium Stone Grey","System",30363,"Roof Tile 2X4X1, 18°","http://cache.lego.com/media/bricks/5/2/4509915.jpg",36
"75095-1",4514195,2,"Medium Stone Grey","System",60849,"Nozzle W/Ø3.18, Shaft","http://cache.lego.com/media/bricks/5/2/4514195.jpg",81
"75095-1",4514846,20,"Medium Stone Grey","System",60479,"Plate 1X12","http://cache.lego.com/media/bricks/5/2/4514846.jpg",115
"75095-1",4515369,28,"Medium Stone Grey","System",60478,"Plate 1X2 W/Shaft Ø3.2","http://cache.lego.com/media/bricks/5/2/4515369.jpg",160
"75095-1",4521921,24,"Medium Stone Grey","System",54200,"Roof Tile 1X1X2/3, Abs","http://cache.lego.com/media/bricks/5/2/4521921.jpg",285
"75095-1",4541978,1,"Medium Stone Grey","System",61252,"Plate 1X1 W/Holder Vertical","http://cache.lego.com/media/bricks/5/2/4541978.jpg",171
"75095-1",4558169,2,"Medium Stone Grey","System",63864,"Flat Tile 1X3","http://cache.lego.com/media/bricks/5/2/4558169.jpg",169
"75095-1",4568637,34,"Medium Stone Grey","System",85984,"Roof Tile 1 X 2 X 2/3, Abs","http://cache.lego.com/media/bricks/5/2/4568637.jpg",203
